Reporting level,Province,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Newfoundland and Labrador,Hip Fracture Repair,90th Percentile,2015,Hours,64
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2015,Number of cases,234
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2015,Proportion,92
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2015,Hours,24
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2015,Hours,46
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2015,Number of cases,238
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2015,Proportion,94
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2015,Days,83
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2015,Days,173
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2015,Number of cases,245
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2015,Proportion,95
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2015,Days,81
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2015,Days,156
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2015,Number of cases,49
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2015,Proportion,100
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2015,Days,48
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2015,Days,62
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2015,Number of cases,9
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2015,Proportion,95
Regional,Newfoundland and Labrador,Hip Replacement,50th Percentile,2015,Days,48
Regional,Newfoundland and Labrador,Hip Replacement,90th Percentile,2015,Days,179
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2015,Number of cases,41
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2015,Proportion,87
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2015,Days,99
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2015,Days,186
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2015,Number of cases,447
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2015,Proportion,97
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2015,Days,67
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2015,Days,174
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2015,Number of cases,83
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2015,Proportion,100
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2015,Days,53
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2015,Days,111
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2015,Number of cases,18
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2015,Number of cases,n/a
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2015,Days,n/a
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2015,Number of cases,n/a
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2015,Proportion,67
Regional,Newfoundland and Labrador,Knee Replacement,50th Percentile,2015,Days,148
Regional,Newfoundland and Labrador,Knee Replacement,90th Percentile,2015,Days,256
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2015,Number of cases,107
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2015,Days,n/a
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2015,Days,n/a
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2015,Number of cases,n/a
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2015,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2015,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2015,Number of cases,9695
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2015,Days,37
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2015,Days,72
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2015,Number of cases,69
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2015,Proportion,99
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2015,Days,13
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2015,Days,20
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2015,Number of cases,357
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2015,Days,34
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2015,Days,97
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2015,Number of cases,364
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2015,Days,16
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2015,Days,36
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2015,Number of cases,496
Provincial,Nova Scotia,CABG,50th Percentile,2015,Days,9
Provincial,Nova Scotia,CABG,90th Percentile,2015,Days,92
Provincial,Nova Scotia,CABG,Volume,2015,Number of cases,158
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2015,Proportion,64
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2015,Days,93
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2015,Days,220
Provincial,Nova Scotia,Cataract Surgery,Volume,2015,Number of cases,3637
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2015,Days,26
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2015,Days,55
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2015,Number of cases,271
Provincial,Nova Scotia,CT Scan,50th Percentile,2015,Days,21
Provincial,Nova Scotia,CT Scan,90th Percentile,2015,Days,74
Provincial,Nova Scotia,CT Scan,Volume,2015,Number of cases,33563
Provincial,Nova Scotia,Hip Fracture Repair,% Meeting Benchmark,2015,Proportion,85
Provincial,Nova Scotia,Hip Fracture Repair,50th Percentile,2015,Hours,22
Provincial,Nova Scotia,Hip Fracture Repair,90th Percentile,2015,Hours,60
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2015,Number of cases,435
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2015,Proportion,n/a
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2015,Hours,n/a
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2015,Hours,n/a
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2015,Number of cases,n/a
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2015,Proportion,52
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2015,Days,173
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2015,Days,611
Provincial,Nova Scotia,Hip Replacement,Volume,2015,Number of cases,575
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2015,Proportion,29
Regional,Nova Scotia,Hip Replacement,50th Percentile,2015,Days,296
Regional,Nova Scotia,Hip Replacement,90th Percentile,2015,Days,829
Regional,Nova Scotia,Hip Replacement,Volume,2015,Number of cases,107
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2015,Proportion,50
Regional,Nova Scotia,Hip Replacement,50th Percentile,2015,Days,183
Regional,Nova Scotia,Hip Replacement,90th Percentile,2015,Days,419
Regional,Nova Scotia,Hip Replacement,Volume,2015,Number of cases,84
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2015,Proportion,70
Regional,Nova Scotia,Hip Replacement,50th Percentile,2015,Days,112
Regional,Nova Scotia,Hip Replacement,90th Percentile,2015,Days,315
Regional,Nova Scotia,Hip Replacement,Volume,2015,Number of cases,87
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2015,Proportion,56
Regional,Nova Scotia,Hip Replacement,50th Percentile,2015,Days,165
Regional,Nova Scotia,Hip Replacement,90th Percentile,2015,Days,639
Regional,Nova Scotia,Hip Replacement,Volume,2015,Number of cases,296
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2015,Proportion,36
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2015,Days,271
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2015,Days,727
Provincial,Nova Scotia,Knee Replacement,Volume,2015,Number of cases,934
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2015,Proportion,28
Regional,Nova Scotia,Knee Replacement,50th Percentile,2015,Days,313
Regional,Nova Scotia,Knee Replacement,90th Percentile,2015,Days,810
Regional,Nova Scotia,Knee Replacement,Volume,2015,Number of cases,266
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2015,Proportion,26
Regional,Nova Scotia,Knee Replacement,50th Percentile,2015,Days,271
Regional,Nova Scotia,Knee Replacement,90th Percentile,2015,Days,490
Regional,Nova Scotia,Knee Replacement,Volume,2015,Number of cases,111
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2015,Proportion,67
Regional,Nova Scotia,Knee Replacement,50th Percentile,2015,Days,122
Regional,Nova Scotia,Knee Replacement,90th Percentile,2015,Days,378
Regional,Nova Scotia,Knee Replacement,Volume,2015,Number of cases,196
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2015,Proportion,27
Regional,Nova Scotia,Knee Replacement,50th Percentile,2015,Days,386
Regional,Nova Scotia,Knee Replacement,90th Percentile,2015,Days,815
Regional,Nova Scotia,Knee Replacement,Volume,2015,Number of cases,361
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2015,Days,47
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2015,Days,84
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2015,Number of cases,133
Provincial,Nova Scotia,MRI Scan,50th Percentile,2015,Days,55
Provincial,Nova Scotia,MRI Scan,90th Percentile,2015,Days,202
Provincial,Nova Scotia,MRI Scan,Volume,2015,Number of cases,10319
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2015,Days,46
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2015,Days,89
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2015,Number of cases,56
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2015,Proportion,94
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2015,Days,10
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2015,Days,25
Provincial,Nova Scotia,Radiation Therapy,Volume,2015,Number of cases,1444
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2015,Days,24
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2015,Days,58
Provincial,Ontario,Bladder Cancer Surgery,Volume,2015,Number of cases,5996
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2015,Days,16
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2015,Days,33
Provincial,Ontario,Breast Cancer Surgery,Volume,2015,Number of cases,5811
Provincial,Ontario,CABG,50th Percentile,2015,Days,8
Provincial,Ontario,CABG,90th Percentile,2015,Days,47
Provincial,Ontario,CABG,Volume,2015,Number of cases,3055
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2015,Proportion,74
Provincial,Ontario,Cataract Surgery,50th Percentile,2015,Days,62
Provincial,Ontario,Cataract Surgery,90th Percentile,2015,Days,182
Provincial,Ontario,Cataract Surgery,Volume,2015,Number of cases,64098
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2015,Days,18
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2015,Days,39
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2015,Number of cases,2698
Provincial,Ontario,CT Scan,50th Percentile,2015,Days,7
Provincial,Ontario,CT Scan,90th Percentile,2015,Days,37
Provincial,Ontario,CT Scan,Volume,2015,Number of cases,365817
Provincial,Ontario,Hip Fracture Repair,% Meeting Benchmark,2015,Proportion,86
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2015,Hours,23
Provincial,Ontario,Hip Fracture Repair,90th Percentile,2015,Hours,55
Provincial,Ontario,Hip Fracture Repair,Volume,2015,Number of cases,5546
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2015,Proportion,79
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2015,Hours,28
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2015,Hours,60
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2015,Number of cases,5066
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,87
Provincial,Ontario,Hip Replacement,50th Percentile,2015,Days,75
Provincial,Ontario,Hip Replacement,90th Percentile,2015,Days,197
Provincial,Ontario,Hip Replacement,Volume,2015,Number of cases,7700
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Hip Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Hip Replacement,Volume,2015,Number of cases,n/a
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2015,Proportion,86
Provincial,Ontario,Knee Replacement,50th Percentile,2015,Days,80
Provincial,Ontario,Knee Replacement,90th Percentile,2015,Days,211
Provincial,Ontario,Knee Replacement,Volume,2015,Number of cases,13031
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Knee Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Knee Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Knee Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,90th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,Volume,2015,Number of cases,n/a
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2015,Proportion,n/a
Regional,Ontario,Knee Replacement,50th Percentile,2015,Days,n/a
Regional,Ontario,Knee Replacement,90th Percentile,2015,Days,n/a
