reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,96.4662875710804
Provincial,Alberta,Radiation Therapy,50th Percentile,2023FY,Days,11.0
Provincial,Alberta,Radiation Therapy,90th Percentile,2023FY,Days,21.0
Provincial,Alberta,Radiation Therapy,Volume,2023FY,Number of cases,9848.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2023FY,Days,24.0
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2023FY,Days,55.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2023FY,Number of cases,3997.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2023FY,Days,19.0
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2023FY,Days,45.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2023FY,Number of cases,4624.0
Provincial,British Columbia,CABG,50th Percentile,2023FY,Days,9.0
Provincial,British Columbia,CABG,90th Percentile,2023FY,Days,83.0
Provincial,British Columbia,CABG,Volume,2023FY,Number of cases,1650.0
Provincial,British Columbia,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,82.3255259708449
Provincial,British Columbia,Cataract Surgery,50th Percentile,2023FY,Days,42.0
Provincial,British Columbia,Cataract Surgery,90th Percentile,2023FY,Days,158.0
Provincial,British Columbia,Cataract Surgery,Volume,2023FY,Number of cases,75527.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,20.0
Provincial,British Columbia,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,48.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,1952.0
Provincial,British Columbia,CT Scan,50th Percentile,2023FY,Days,27.0
Provincial,British Columbia,CT Scan,90th Percentile,2023FY,Days,183.0
Provincial,British Columbia,CT Scan,Volume,2023FY,Number of cases,308906.0
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,63.9124839124839
Provincial,British Columbia,Hip Replacement,50th Percentile,2023FY,Days,127.0
Provincial,British Columbia,Hip Replacement,90th Percentile,2023FY,Days,350.0
Provincial,British Columbia,Hip Replacement,Volume,2023FY,Number of cases,7770.0
Provincial,British Columbia,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,55.3754490493297
Provincial,British Columbia,Knee Replacement,50th Percentile,2023FY,Days,161.0
Provincial,British Columbia,Knee Replacement,90th Percentile,2023FY,Days,400.0
Provincial,British Columbia,Knee Replacement,Volume,2023FY,Number of cases,11413.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2023FY,Days,27.0
Provincial,British Columbia,Lung Cancer Surgery,90th Percentile,2023FY,Days,70.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2023FY,Number of cases,1127.0
Provincial,British Columbia,MRI Scan,50th Percentile,2023FY,Days,77.0
Provincial,British Columbia,MRI Scan,90th Percentile,2023FY,Days,182.0
Provincial,British Columbia,MRI Scan,Volume,2023FY,Number of cases,202392.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2023FY,Days,41.0
Provincial,British Columbia,Prostate Cancer Surgery,90th Percentile,2023FY,Days,109.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2023FY,Number of cases,1034.0
Provincial,British Columbia,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,76.2142699684033
Provincial,British Columbia,Radiation Therapy,50th Percentile,2023FY,Days,17.0
Provincial,British Columbia,Radiation Therapy,90th Percentile,2023FY,Days,48.0
Provincial,British Columbia,Radiation Therapy,Volume,2023FY,Number of cases,13609.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2023FY,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,90th Percentile,2023FY,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2023FY,Number of cases,N/A
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2023FY,Days,29.0
Provincial,Manitoba,Breast Cancer Surgery,90th Percentile,2023FY,Days,62.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2023FY,Number of cases,542.0
Provincial,Manitoba,CABG,50th Percentile,2023FY,Days,11.0
Provincial,Manitoba,CABG,90th Percentile,2023FY,Days,61.0
Provincial,Manitoba,CABG,Volume,2023FY,Number of cases,303.0
Provincial,Manitoba,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,65.0
Provincial,Manitoba,Cataract Surgery,50th Percentile,2023FY,Days,71.0
Provincial,Manitoba,Cataract Surgery,90th Percentile,2023FY,Days,329.0
Provincial,Manitoba,Cataract Surgery,Volume,2023FY,Number of cases,8916.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,N/A
Provincial,Manitoba,CT Scan,50th Percentile,2023FY,Days,40.0
Provincial,Manitoba,CT Scan,90th Percentile,2023FY,Days,134.0
Provincial,Manitoba,CT Scan,Volume,2023FY,Number of cases,50491.0
Provincial,Manitoba,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,60.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2023FY,Days,148.0
Provincial,Manitoba,Hip Replacement,90th Percentile,2023FY,Days,462.0
Provincial,Manitoba,Hip Replacement,Volume,2023FY,Number of cases,2011.0
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,44.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2023FY,Days,211.0
Provincial,Manitoba,Knee Replacement,90th Percentile,2023FY,Days,633.0
Provincial,Manitoba,Knee Replacement,Volume,2023FY,Number of cases,3627.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2023FY,Days,30.0
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2023FY,Days,98.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2023FY,Number of cases,321.0
Provincial,Manitoba,MRI Scan,50th Percentile,2023FY,Days,99.0
Provincial,Manitoba,MRI Scan,90th Percentile,2023FY,Days,283.0
Provincial,Manitoba,MRI Scan,Volume,2023FY,Number of cases,37605.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2023FY,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2023FY,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2023FY,Number of cases,N/A
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,98.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2023FY,Days,18.0
Provincial,Manitoba,Radiation Therapy,90th Percentile,2023FY,Days,28.0
Provincial,Manitoba,Radiation Therapy,Volume,2023FY,Number of cases,3867.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2023FY,Days,27.0
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2023FY,Days,59.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2023FY,Number of cases,635.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2023FY,Days,23.0
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2023FY,Days,52.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2023FY,Number of cases,787.0
Provincial,New Brunswick,CABG,50th Percentile,2023FY,Days,9.0
Provincial,New Brunswick,CABG,90th Percentile,2023FY,Days,132.0
Provincial,New Brunswick,CABG,Volume,2023FY,Number of cases,403.0
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,63.9042491268917
Provincial,New Brunswick,Cataract Surgery,50th Percentile,2023FY,Days,58.0
Provincial,New Brunswick,Cataract Surgery,90th Percentile,2023FY,Days,324.0
Provincial,New Brunswick,Cataract Surgery,Volume,2023FY,Number of cases,13744.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,23.0
Provincial,New Brunswick,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,52.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,475.0
Provincial,New Brunswick,CT Scan,50th Percentile,2023FY,Days,N/A
Provincial,New Brunswick,CT Scan,90th Percentile,2023FY,Days,N/A
Provincial,New Brunswick,CT Scan,Volume,2023FY,Number of cases,N/A
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,41.1295681063123
Provincial,New Brunswick,Hip Replacement,50th Percentile,2023FY,Days,229.0
Provincial,New Brunswick,Hip Replacement,90th Percentile,2023FY,Days,411.0
Provincial,New Brunswick,Hip Replacement,Volume,2023FY,Number of cases,1505.0
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,36.1897475133894
Provincial,New Brunswick,Knee Replacement,50th Percentile,2023FY,Days,246.0
Provincial,New Brunswick,Knee Replacement,90th Percentile,2023FY,Days,498.0
Provincial,New Brunswick,Knee Replacement,Volume,2023FY,Number of cases,2614.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2023FY,Days,34.0
Provincial,New Brunswick,Lung Cancer Surgery,90th Percentile,2023FY,Days,72.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2023FY,Number of cases,166.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2023FY,Days,N/A
Provincial,New Brunswick,MRI Scan,90th Percentile,2023FY,Days,N/A
Provincial,New Brunswick,MRI Scan,Volume,2023FY,Number of cases,N/A
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2023FY,Days,55.0
Provincial,New Brunswick,Prostate Cancer Surgery,90th Percentile,2023FY,Days,117.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2023FY,Number of cases,214.0
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,89.2
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2023FY,Days,12.0
Provincial,New Brunswick,Radiation Therapy,90th Percentile,2023FY,Days,29.0
Provincial,New Brunswick,Radiation Therapy,Volume,2023FY,Number of cases,2326.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2023FY,Days,27.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90th Percentile,2023FY,Days,48.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2023FY,Number of cases,166.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2023FY,Days,22.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90th Percentile,2023FY,Days,59.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2023FY,Number of cases,353.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2023FY,Days,13.0
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2023FY,Days,154.0
Provincial,Newfoundland and Labrador,CABG,Volume,2023FY,Number of cases,369.0
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,49.8272884283247
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2023FY,Days,114.0
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2023FY,Days,286.0
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2023FY,Number of cases,2316.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,15.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,31.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,243.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2023FY,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2023FY,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,Volume,2023FY,Number of cases,100143.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023FY,Proportion,93.83562
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023FY,Hours,22.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023FY,Hours,45.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2023FY,Number of cases,292.0
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,49.7093023255814
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2023FY,Days,185.0
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2023FY,Days,605.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2023FY,Number of cases,688.0
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,34.975845410628
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2023FY,Days,270.0
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2023FY,Days,709.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2023FY,Number of cases,1035.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2023FY,Days,19.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2023FY,Days,36.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2023FY,Number of cases,55.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2023FY,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2023FY,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2023FY,Number of cases,22060.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2023FY,Days,38.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2023FY,Days,82.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2023FY,Number of cases,90.0
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,66.9535283993115
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2023FY,Days,22.0
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2023FY,Days,50.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2023FY,Number of cases,1162.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2023FY,Days,38.0
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2023FY,Days,175.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2023FY,Number of cases,979.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2023FY,Days,23.0
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2023FY,Days,50.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2023FY,Number of cases,977.0
Provincial,Nova Scotia,CABG,50th Percentile,2023FY,Days,7.0
Provincial,Nova Scotia,CABG,90th Percentile,2023FY,Days,41.0
Provincial,Nova Scotia,CABG,Volume,2023FY,Number of cases,348.0
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,70.5467708134883
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2023FY,Days,63.0
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2023FY,Days,243.0
Provincial,Nova Scotia,Cataract Surgery,Volume,2023FY,Number of cases,10498.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,27.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,63.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,529.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2023FY,Days,44.0
Provincial,Nova Scotia,CT Scan,90th Percentile,2023FY,Days,162.0
Provincial,Nova Scotia,CT Scan,Volume,2023FY,Number of cases,76788.0
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,57.8888888888889
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2023FY,Days,139.0
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2023FY,Days,577.0
Provincial,Nova Scotia,Hip Replacement,Volume,2023FY,Number of cases,1800.0
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,47.7346278317152
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2023FY,Days,199.0
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2023FY,Days,613.0
Provincial,Nova Scotia,Knee Replacement,Volume,2023FY,Number of cases,2472.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2023FY,Days,39.0
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2023FY,Days,94.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2023FY,Number of cases,442.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2023FY,Days,70.0
Provincial,Nova Scotia,MRI Scan,90th Percentile,2023FY,Days,343.0
Provincial,Nova Scotia,MRI Scan,Volume,2023FY,Number of cases,22659.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2023FY,Days,115.0
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2023FY,Days,218.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2023FY,Number of cases,261.0
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,72.0
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2023FY,Days,20.0
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2023FY,Days,40.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2023FY,Number of cases,2842.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2023FY,Days,27.0
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2023FY,Days,71.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2023FY,Number of cases,11997.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2023FY,Days,20.0
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2023FY,Days,40.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2023FY,Number of cases,13850.0
Provincial,Ontario,CABG,50th Percentile,2023FY,Days,8.0
Provincial,Ontario,CABG,90th Percentile,2023FY,Days,79.0
Provincial,Ontario,CABG,Volume,2023FY,Number of cases,6402.0
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,65.3220455932698
Provincial,Ontario,Cataract Surgery,50th Percentile,2023FY,Days,73.0
Provincial,Ontario,Cataract Surgery,90th Percentile,2023FY,Days,269.0
Provincial,Ontario,Cataract Surgery,Volume,2023FY,Number of cases,150724.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,21.0
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,47.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,5022.0
Provincial,Ontario,CT Scan,50th Percentile,2023FY,Days,9.0
Provincial,Ontario,CT Scan,90th Percentile,2023FY,Days,101.0
Provincial,Ontario,CT Scan,Volume,2023FY,Number of cases,1202576.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,79.7009878081338
Provincial,Ontario,Hip Replacement,50th Percentile,2023FY,Days,91.0
Provincial,Ontario,Hip Replacement,90th Percentile,2023FY,Days,269.0
Provincial,Ontario,Hip Replacement,Volume,2023FY,Number of cases,22474.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,76.7705769756631
Provincial,Ontario,Knee Replacement,50th Percentile,2023FY,Days,96.0
Provincial,Ontario,Knee Replacement,90th Percentile,2023FY,Days,295.0
Provincial,Ontario,Knee Replacement,Volume,2023FY,Number of cases,36570.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2023FY,Days,22.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2023FY,Days,48.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2023FY,Number of cases,3335.0
Provincial,Ontario,MRI Scan,50th Percentile,2023FY,Days,41.0
Provincial,Ontario,MRI Scan,90th Percentile,2023FY,Days,162.0
Provincial,Ontario,MRI Scan,Volume,2023FY,Number of cases,802375.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2023FY,Days,48.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2023FY,Days,127.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2023FY,Number of cases,2654.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,97.77
Provincial,Ontario,Radiation Therapy,50th Percentile,2023FY,Days,11.2
Provincial,Ontario,Radiation Therapy,90th Percentile,2023FY,Days,18.9
Provincial,Ontario,Radiation Therapy,Volume,2023FY,Number of cases,39448.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2023FY,Days,24.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2023FY,Days,45.8
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2023FY,Number of cases,85.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2023FY,Days,16.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2023FY,Days,49.5
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2023FY,Number of cases,96.0
Provincial,Prince Edward Island,CABG,50th Percentile,2023FY,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2023FY,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2023FY,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,20.3
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2023FY,Days,253.9
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2023FY,Days,645.4
Provincial,Prince Edward Island,Cataract Surgery,Volume,2023FY,Number of cases,1368.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,17.5
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,40.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,64.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2023FY,Days,13.4
Provincial,Prince Edward Island,CT Scan,90th Percentile,2023FY,Days,194.2
Provincial,Prince Edward Island,CT Scan,Volume,2023FY,Number of cases,15625.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023FY,Proportion,86.7
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023FY,Hours,20.3
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023FY,Hours,55.3
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2023FY,Number of cases,203.0
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,41.1
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2023FY,Days,218.5
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2023FY,Days,497.9
Provincial,Prince Edward Island,Hip Replacement,Volume,2023FY,Number of cases,236.0
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,24.4
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2023FY,Days,288.5
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2023FY,Days,622.0
Provincial,Prince Edward Island,Knee Replacement,Volume,2023FY,Number of cases,356.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2023FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2023FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2023FY,Number of cases,N/A
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2023FY,Days,25.0
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2023FY,Days,238.9
Provincial,Prince Edward Island,MRI Scan,Volume,2023FY,Number of cases,2617.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2023FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2023FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2023FY,Number of cases,N/A
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,97.5
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2023FY,Days,12.6
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2023FY,Days,21.3
Provincial,Prince Edward Island,Radiation Therapy,Volume,2023FY,Number of cases,549.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2023FY,Days,29.0
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2023FY,Days,62.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2023FY,Number of cases,7647.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2023FY,Days,25.0
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2023FY,Days,51.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2023FY,Number of cases,9473.0
Provincial,Quebec,CABG,50th Percentile,2023FY,Days,N/A
Provincial,Quebec,CABG,90th Percentile,2023FY,Days,N/A
Provincial,Quebec,CABG,Volume,2023FY,Number of cases,6493.0
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,69.6738696738697
Provincial,Quebec,Cataract Surgery,50th Percentile,2023FY,Days,64.0
Provincial,Quebec,Cataract Surgery,90th Percentile,2023FY,Days,217.0
Provincial,Quebec,Cataract Surgery,Volume,2023FY,Number of cases,95238.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,24.0
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,48.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,3738.0
Provincial,Quebec,CT Scan,50th Percentile,2023FY,Days,N/A
Provincial,Quebec,CT Scan,90th Percentile,2023FY,Days,N/A
Provincial,Quebec,CT Scan,Volume,2023FY,Number of cases,N/A
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,48.932831136221
Provincial,Quebec,Hip Replacement,50th Percentile,2023FY,Days,188.0
Provincial,Quebec,Hip Replacement,90th Percentile,2023FY,Days,434.0
Provincial,Quebec,Hip Replacement,Volume,2023FY,Number of cases,9558.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,37.4485898942421
Provincial,Quebec,Knee Replacement,50th Percentile,2023FY,Days,249.0
Provincial,Quebec,Knee Replacement,90th Percentile,2023FY,Days,553.0
Provincial,Quebec,Knee Replacement,Volume,2023FY,Number of cases,13616.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2023FY,Days,26.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2023FY,Days,63.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2023FY,Number of cases,2950.0
Provincial,Quebec,MRI Scan,50th Percentile,2023FY,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2023FY,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2023FY,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2023FY,Days,49.5
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2023FY,Days,104.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2023FY,Number of cases,1602.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2023FY,Proportion,95.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2023FY,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2023FY,Days,N/A
