reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Quebec,,MRI Scan,90th Percentile,2020,Days,N/A
Provincial,Quebec,,MRI Scan,Volume,2020,Number of cases,N/A
Provincial,Quebec,,Prostate Cancer Surgery,50th Percentile,2020,Days,42.0
Provincial,Quebec,,Prostate Cancer Surgery,90th Percentile,2020,Days,107.0
Provincial,Quebec,,Prostate Cancer Surgery,Volume,2020,Number of cases,703.0
Provincial,Quebec,,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99.0
Provincial,Quebec,,Radiation Therapy,50th Percentile,2020,Days,N/A
Provincial,Quebec,,Radiation Therapy,90th Percentile,2020,Days,N/A
Provincial,Quebec,,Radiation Therapy,Volume,2020,Number of cases,11585.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th Percentile,2020,Days,25.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,2020,Number of cases,242.0
Provincial,Saskatchewan,,Breast Cancer Surgery,50th Percentile,2020,Days,12.0
Provincial,Saskatchewan,,Breast Cancer Surgery,90th Percentile,2020,Days,30.0
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,2020,Number of cases,317.0
Provincial,Saskatchewan,,CABG,50th Percentile,2020,Days,4.0
Provincial,Saskatchewan,,CABG,90th Percentile,2020,Days,94.0
Provincial,Saskatchewan,,CABG,Volume,2020,Number of cases,120.0
Provincial,Saskatchewan,,Cataract Surgery,% Meeting Benchmark,2020,Proportion,40.2439024390244
Provincial,Saskatchewan,,Cataract Surgery,50th Percentile,2020,Days,142.0
Provincial,Saskatchewan,,Cataract Surgery,90th Percentile,2020,Days,314.0
Provincial,Saskatchewan,,Cataract Surgery,Volume,2020,Number of cases,2624.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,50th Percentile,2020,Days,14.5
Provincial,Saskatchewan,,Colorectal Cancer Surgery,90th Percentile,2020,Days,34.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,Volume,2020,Number of cases,148.0
Provincial,Saskatchewan,,CT Scan,50th Percentile,2020,Days,20.0
Provincial,Saskatchewan,,CT Scan,90th Percentile,2020,Days,119.0
Provincial,Saskatchewan,,CT Scan,Volume,2020,Number of cases,18683.0
Provincial,Saskatchewan,,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,85.6310679611651
Provincial,Saskatchewan,,Hip Fracture Repair,50th Percentile,2020,Hours,26.6
Provincial,Saskatchewan,,Hip Fracture Repair,90th Percentile,2020,Hours,60.7
Provincial,Saskatchewan,,Hip Fracture Repair,Volume,2020,Number of cases,515.0
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,N/A
Provincial,Saskatchewan,,Hip Replacement,% Meeting Benchmark,2020,Proportion,40.4761904761905
Provincial,Saskatchewan,,Hip Replacement,50th Percentile,2020,Days,235.5
Provincial,Saskatchewan,,Hip Replacement,90th Percentile,2020,Days,482.0
Provincial,Saskatchewan,,Hip Replacement,Volume,2020,Number of cases,462.0
Provincial,Saskatchewan,,Knee Replacement,% Meeting Benchmark,2020,Proportion,28.3048211508554
Provincial,Saskatchewan,,Knee Replacement,50th Percentile,2020,Days,302.0
Provincial,Saskatchewan,,Knee Replacement,90th Percentile,2020,Days,514.0
Provincial,Saskatchewan,,Knee Replacement,Volume,2020,Number of cases,643.0
Provincial,Saskatchewan,,Lung Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,Saskatchewan,,Lung Cancer Surgery,90th Percentile,2020,Days,34.0
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,2020,Number of cases,67.0
Provincial,Saskatchewan,,MRI Scan,50th Percentile,2020,Days,31.0
Provincial,Saskatchewan,,MRI Scan,90th Percentile,2020,Days,228.0
Provincial,Saskatchewan,,MRI Scan,Volume,2020,Number of cases,8665.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th Percentile,2020,Days,41.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th Percentile,2020,Days,108.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,2020,Number of cases,78.0
Provincial,Saskatchewan,,Radiation Therapy,% Meeting Benchmark,2020,Proportion,97.0
Provincial,Saskatchewan,,Radiation Therapy,50th Percentile,2020,Days,7.0
Provincial,Saskatchewan,,Radiation Therapy,90th Percentile,2020,Days,21.0
Provincial,Saskatchewan,,Radiation Therapy,Volume,2020,Number of cases,1173.0
Provincial,Alberta,,Bladder Cancer Surgery,50th Percentile,2021,Days,26.0
Provincial,Alberta,,Bladder Cancer Surgery,90th Percentile,2021,Days,64.0
Provincial,Alberta,,Bladder Cancer Surgery,Volume,2021,Number of cases,1080.0
Provincial,Alberta,,Breast Cancer Surgery,50th Percentile,2021,Days,18.0
Provincial,Alberta,,Breast Cancer Surgery,90th Percentile,2021,Days,36.0
Provincial,Alberta,,Breast Cancer Surgery,Volume,2021,Number of cases,1796.0
Provincial,Alberta,,CABG,50th Percentile,2021,Days,6.02
Provincial,Alberta,,CABG,90th Percentile,2021,Days,57.925
Provincial,Alberta,,CABG,Volume,2021,Number of cases,474.0
Provincial,Alberta,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,63.6
Provincial,Alberta,,Cataract Surgery,50th Percentile,2021,Days,75.0
Provincial,Alberta,,Cataract Surgery,90th Percentile,2021,Days,266.0
Provincial,Alberta,,Cataract Surgery,Volume,2021,Number of cases,15658.0
Provincial,Alberta,,Colorectal Cancer Surgery,50th Percentile,2021,Days,23.0
Provincial,Alberta,,Colorectal Cancer Surgery,90th Percentile,2021,Days,55.0
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,2021,Number of cases,711.0
Provincial,Alberta,,CT Scan,50th Percentile,2021,Days,8.0
Provincial,Alberta,,CT Scan,90th Percentile,2021,Days,72.0
Provincial,Alberta,,CT Scan,Volume,2021,Number of cases,78405.0
Provincial,Alberta,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,92.2207446808511
Provincial,Alberta,,Hip Fracture Repair,50th Percentile,2021,Hours,19.6333333333333
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2021,Hours,44.9333333333333
Provincial,Alberta,,Hip Fracture Repair,Volume,2021,Number of cases,1504.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,86.87315634
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,26.00833333
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,51.38333333
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,1356.0
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2021,Proportion,59.3
Provincial,Alberta,,Hip Replacement,50th Percentile,2021,Days,154.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2021,Days,392.0
Provincial,Alberta,,Hip Replacement,Volume,2021,Number of cases,2162.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2021,Proportion,49.3
Provincial,Alberta,,Knee Replacement,50th Percentile,2021,Days,186.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2021,Days,452.0
Provincial,Alberta,,Knee Replacement,Volume,2021,Number of cases,2873.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2021,Days,27.0
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2021,Days,58.0
Provincial,Alberta,,Lung Cancer Surgery,Volume,2021,Number of cases,359.0
Provincial,Alberta,,MRI Scan,50th Percentile,2021,Days,37.0
Provincial,Alberta,,MRI Scan,90th Percentile,2021,Days,224.0
Provincial,Alberta,,MRI Scan,Volume,2021,Number of cases,70555.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2021,Days,62.0
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2021,Days,146.2
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2021,Number of cases,475.0
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,98.8
Provincial,Alberta,,Radiation Therapy,50th Percentile,2021,Days,9.0
Provincial,Alberta,,Radiation Therapy,90th Percentile,2021,Days,20.0
Provincial,Alberta,,Radiation Therapy,Volume,2021,Number of cases,4791.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2021,Days,25.0
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2021,Days,55.0
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2021,Number of cases,1953.0
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2021,Days,18.0
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2021,Days,42.0
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2021,Number of cases,2337.0
Provincial,British Columbia,,CABG,50th Percentile,2021,Days,6.0
Provincial,British Columbia,,CABG,90th Percentile,2021,Days,69.0
Provincial,British Columbia,,CABG,Volume,2021,Number of cases,867.0
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,76.0
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2021,Days,47.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2021,Days,218.0
Provincial,British Columbia,,Cataract Surgery,Volume,2021,Number of cases,38621.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2021,Days,19.0
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2021,Days,45.0
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,2021,Number of cases,897.0
Provincial,British Columbia,,CT Scan,50th Percentile,2021,Days,21.0
Provincial,British Columbia,,CT Scan,90th Percentile,2021,Days,93.0
Provincial,British Columbia,,CT Scan,Volume,2021,Number of cases,151782.0
Provincial,British Columbia,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,78.1898454746137
Provincial,British Columbia,,Hip Fracture Repair,50th Percentile,2021,Hours,31.1333333333333
Provincial,British Columbia,,Hip Fracture Repair,90th Percentile,2021,Hours,66.5666666666667
Provincial,British Columbia,,Hip Fracture Repair,Volume,2021,Number of cases,2265.0
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,N/A
Provincial,British Columbia,,Hip Replacement,% Meeting Benchmark,2021,Proportion,72.1
Provincial,British Columbia,,Hip Replacement,50th Percentile,2021,Days,102.0
Provincial,British Columbia,,Hip Replacement,90th Percentile,2021,Days,287.0
Provincial,British Columbia,,Hip Replacement,Volume,2021,Number of cases,3447.0
Provincial,British Columbia,,Knee Replacement,% Meeting Benchmark,2021,Proportion,68.2
Provincial,British Columbia,,Knee Replacement,50th Percentile,2021,Days,119.0
Provincial,British Columbia,,Knee Replacement,90th Percentile,2021,Days,335.0
Provincial,British Columbia,,Knee Replacement,Volume,2021,Number of cases,4613.0
Provincial,British Columbia,,Lung Cancer Surgery,50th Percentile,2021,Days,20.0
Provincial,British Columbia,,Lung Cancer Surgery,90th Percentile,2021,Days,43.0
Provincial,British Columbia,,Lung Cancer Surgery,Volume,2021,Number of cases,530.0
Provincial,British Columbia,,MRI Scan,50th Percentile,2021,Days,42.0
Provincial,British Columbia,,MRI Scan,90th Percentile,2021,Days,133.0
Provincial,British Columbia,,MRI Scan,Volume,2021,Number of cases,96679.0
Provincial,British Columbia,,Prostate Cancer Surgery,50th Percentile,2021,Days,37.0
Provincial,British Columbia,,Prostate Cancer Surgery,90th Percentile,2021,Days,84.0
Provincial,British Columbia,,Prostate Cancer Surgery,Volume,2021,Number of cases,485.0
Provincial,British Columbia,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,88.0
Provincial,British Columbia,,Radiation Therapy,50th Percentile,2021,Days,13.0
Provincial,British Columbia,,Radiation Therapy,90th Percentile,2021,Days,31.0
Provincial,British Columbia,,Radiation Therapy,Volume,2021,Number of cases,6428.0
Provincial,Manitoba,,Bladder Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Manitoba,,Bladder Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Manitoba,,Breast Cancer Surgery,50th Percentile,2021,Days,21.0
Provincial,Manitoba,,Breast Cancer Surgery,90th Percentile,2021,Days,57.0
Provincial,Manitoba,,Breast Cancer Surgery,Volume,2021,Number of cases,341.0
Provincial,Manitoba,,CABG,50th Percentile,2021,Days,7.0
Provincial,Manitoba,,CABG,90th Percentile,2021,Days,65.0
Provincial,Manitoba,,CABG,Volume,2021,Number of cases,149.0
Provincial,Manitoba,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,39.0
Provincial,Manitoba,,Cataract Surgery,50th Percentile,2021,Days,141.0
Provincial,Manitoba,,Cataract Surgery,90th Percentile,2021,Days,516.0
Provincial,Manitoba,,Cataract Surgery,Volume,2021,Number of cases,3031.0
Provincial,Manitoba,,Colorectal Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Manitoba,,Colorectal Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Manitoba,,CT Scan,50th Percentile,2021,Days,28.0
Provincial,Manitoba,,CT Scan,90th Percentile,2021,Days,112.0
Provincial,Manitoba,,CT Scan,Volume,2021,Number of cases,58051.0
Provincial,Manitoba,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,89.0971039182283
Provincial,Manitoba,,Hip Fracture Repair,50th Percentile,2021,Hours,20.2333333333333
Provincial,Manitoba,,Hip Fracture Repair,90th Percentile,2021,Hours,50.7
Provincial,Manitoba,,Hip Fracture Repair,Volume,2021,Number of cases,587.0
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,N/A
Provincial,Manitoba,,Hip Replacement,% Meeting Benchmark,2021,Proportion,55.0
Provincial,Manitoba,,Hip Replacement,50th Percentile,2021,Days,169.0
Provincial,Manitoba,,Hip Replacement,90th Percentile,2021,Days,444.0
Provincial,Manitoba,,Hip Replacement,Volume,2021,Number of cases,687.0
Provincial,Manitoba,,Knee Replacement,% Meeting Benchmark,2021,Proportion,38.0
Provincial,Manitoba,,Knee Replacement,50th Percentile,2021,Days,237.0
Provincial,Manitoba,,Knee Replacement,90th Percentile,2021,Days,566.0
Provincial,Manitoba,,Knee Replacement,Volume,2021,Number of cases,926.0
Provincial,Manitoba,,Lung Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Manitoba,,Lung Cancer Surgery,90th Percentile,2021,Days,47.0
Provincial,Manitoba,,Lung Cancer Surgery,Volume,2021,Number of cases,104.0
Provincial,Manitoba,,MRI Scan,50th Percentile,2021,Days,66.0
Provincial,Manitoba,,MRI Scan,90th Percentile,2021,Days,220.0
Provincial,Manitoba,,MRI Scan,Volume,2021,Number of cases,38298.0
Provincial,Manitoba,,Prostate Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Manitoba,,Prostate Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Manitoba,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,100.0
Provincial,Manitoba,,Radiation Therapy,50th Percentile,2021,Days,13.0
Provincial,Manitoba,,Radiation Therapy,90th Percentile,2021,Days,23.0
Provincial,Manitoba,,Radiation Therapy,Volume,2021,Number of cases,1780.0
Provincial,New Brunswick,,Bladder Cancer Surgery,50th Percentile,2021,Days,27.0
Provincial,New Brunswick,,Bladder Cancer Surgery,90th Percentile,2021,Days,58.0
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,2021,Number of cases,267.0
Provincial,New Brunswick,,Breast Cancer Surgery,50th Percentile,2021,Days,23.0
Provincial,New Brunswick,,Breast Cancer Surgery,90th Percentile,2021,Days,43.0
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,2021,Number of cases,402.0
Provincial,New Brunswick,,CABG,50th Percentile,2021,Days,8.0
Provincial,New Brunswick,,CABG,90th Percentile,2021,Days,118.0
Provincial,New Brunswick,,CABG,Volume,2021,Number of cases,198.0
Provincial,New Brunswick,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,71.0
Provincial,New Brunswick,,Cataract Surgery,50th Percentile,2021,Days,51.0
Provincial,New Brunswick,,Cataract Surgery,90th Percentile,2021,Days,222.0
Provincial,New Brunswick,,Cataract Surgery,Volume,2021,Number of cases,6147.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th Percentile,2021,Days,23.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th Percentile,2021,Days,50.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,2021,Number of cases,211.0
Provincial,New Brunswick,,CT Scan,50th Percentile,2021,Days,N/A
Provincial,New Brunswick,,CT Scan,90th Percentile,2021,Days,N/A
Provincial,New Brunswick,,CT Scan,Volume,2021,Number of cases,N/A
Provincial,New Brunswick,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,83.4625322997416
Provincial,New Brunswick,,Hip Fracture Repair,50th Percentile,2021,Hours,21.6833333333333
Provincial,New Brunswick,,Hip Fracture Repair,90th Percentile,2021,Hours,58.0333333333333
Provincial,New Brunswick,,Hip Fracture Repair,Volume,2021,Number of cases,387.0
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,N/A
Provincial,New Brunswick,,Hip Replacement,% Meeting Benchmark,2021,Proportion,54.0
Provincial,New Brunswick,,Hip Replacement,50th Percentile,2021,Days,168.0
Provincial,New Brunswick,,Hip Replacement,90th Percentile,2021,Days,484.0
Provincial,New Brunswick,,Hip Replacement,Volume,2021,Number of cases,572.0
Provincial,New Brunswick,,Knee Replacement,% Meeting Benchmark,2021,Proportion,45.0
Provincial,New Brunswick,,Knee Replacement,50th Percentile,2021,Days,207.0
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2021,Days,499.0
Provincial,New Brunswick,,Knee Replacement,Volume,2021,Number of cases,915.0
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2021,Days,24.0
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2021,Days,41.0
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2021,Number of cases,72.0
Provincial,New Brunswick,,MRI Scan,50th Percentile,2021,Days,N/A
Provincial,New Brunswick,,MRI Scan,90th Percentile,2021,Days,N/A
Provincial,New Brunswick,,MRI Scan,Volume,2021,Number of cases,N/A
